year;state;month;number
2006;Tocantins;3;11
2007;Tocantins;3;99
2008;Tocantins;3;4
2009;Tocantins;3;23
2010;Tocantins;3;120
2011;Tocantins;3;16
2012;Tocantins;3;80
2013;Tocantins;3;60
2014;Tocantins;3;58
2015;Tocantins;3;85
2016;Tocantins;3;165
2017;Tocantins;3;98
1998;Tocantins;4;0
1999;Tocantins;4;9
2000;Tocantins;4;0
2001;Tocantins;4;19
2002;Tocantins;4;37
2003;Tocantins;4;64
2004;Tocantins;4;52
2005;Tocantins;4;52
2006;Tocantins;4;4
2007;Tocantins;4;22
2008;Tocantins;4;46
2009;Tocantins;4;5
2010;Tocantins;4;419
2011;Tocantins;4;106
2012;Tocantins;4;226
2013;Tocantins;4;130
2014;Tocantins;4;187
2015;Tocantins;4;88
2016;Tocantins;4;369
2017;Tocantins;4;164
1998;Tocantins;5;0
1999;Tocantins;5;24
2000;Tocantins;5;69
2001;Tocantins;5;48
2002;Tocantins;5;138
2003;Tocantins;5;96
2004;Tocantins;5;350
2005;Tocantins;5;236
2006;Tocantins;5;35
2007;Tocantins;5;250
2008;Tocantins;5;81
2009;Tocantins;5;91
2010;Tocantins;5;580
2011;Tocantins;5;354
2012;Tocantins;5;467
2013;Tocantins;5;373
2014;Tocantins;5;618
2015;Tocantins;5;512
2016;Tocantins;5;778
2017;Tocantins;5;576
1998;Tocantins;6;252
1999;Tocantins;6;113
2000;Tocantins;6;278
2001;Tocantins;6;305
2002;Tocantins;6;396
2003;Tocantins;6;329
2004;Tocantins;6;1.079
2005;Tocantins;6;669
2006;Tocantins;6;289
2007;Tocantins;6;591
2008;Tocantins;6;282
2009;Tocantins;6;421
2010;Tocantins;6;767
2011;Tocantins;6;717
2012;Tocantins;6;922
2013;Tocantins;6;873
2014;Tocantins;6;1.372
2015;Tocantins;6;1.15
2016;Tocantins;6;1.148
2017;Tocantins;6;1.32
1998;Tocantins;7;640
1999;Tocantins;7;373
2000;Tocantins;7;500
2001;Tocantins;7;830
2002;Tocantins;7;976
2003;Tocantins;7;762
2004;Tocantins;7;1.389
2005;Tocantins;7;1.082
2006;Tocantins;7;430
2007;Tocantins;7;982
2008;Tocantins;7;441
2009;Tocantins;7;989
2010;Tocantins;7;2.408
2011;Tocantins;7;1.001
2012;Tocantins;7;1.693
2013;Tocantins;7;1.393
2014;Tocantins;7;1.404
2015;Tocantins;7;1.217
2016;Tocantins;7;2.737
2017;Tocantins;7;2.397
1998;Tocantins;8;3.747
1999;Tocantins;8;1.284
2000;Tocantins;8;1.949
2001;Tocantins;8;2.242
2002;Tocantins;8;3.027
2003;Tocantins;8;1.339
2004;Tocantins;8;1.776
2005;Tocantins;8;1.84
2006;Tocantins;8;1.277
2007;Tocantins;8;4.747
2008;Tocantins;8;845
2009;Tocantins;8;1.124
2010;Tocantins;8;7.865
2011;Tocantins;8;1.668
2012;Tocantins;8;4.28
2013;Tocantins;8;1.81
2014;Tocantins;8;2.917
2015;Tocantins;8;2.54
2016;Tocantins;8;3.213
2017;Tocantins;8;3.536
1998;Tocantins;9;5.149
1999;Tocantins;9;3.415
2000;Tocantins;9;2.552
2001;Tocantins;9;4.839
2002;Tocantins;9;5.314
2003;Tocantins;9;4.637
2004;Tocantins;9;5.308
2005;Tocantins;9;5.319
2006;Tocantins;9;2.979
2007;Tocantins;9;6.829
2008;Tocantins;9;2.39
2009;Tocantins;9;2.017
2010;Tocantins;9;10.172
2011;Tocantins;9;4.658
2012;Tocantins;9;7.46
2013;Tocantins;9;2.445
2014;Tocantins;9;3.52
2015;Tocantins;9;5.51
2016;Tocantins;9;3.245
2017;Tocantins;9;10.737
1998;Tocantins;10;1.738
1999;Tocantins;10;1.378
2000;Tocantins;10;1.053
2001;Tocantins;10;684
2002;Tocantins;10;1.537
2003;Tocantins;10;1.339
2004;Tocantins;10;1.658
2005;Tocantins;10;2.913
2006;Tocantins;10;1.176
2007;Tocantins;10;2.252
2008;Tocantins;10;2.832
2009;Tocantins;10;718
2010;Tocantins;10;2.272
2011;Tocantins;10;1.591
2012;Tocantins;10;3.68
2013;Tocantins;10;2.155
2014;Tocantins;10;4
2015;Tocantins;10;4.844
2016;Tocantins;10;2.032
2017;Tocantins;10;2.969
1998;Tocantins;11;1
1999;Tocantins;11;29
2000;Tocantins;11;96
2001;Tocantins;11;100
2002;Tocantins;11;207
2003;Tocantins;11;146
2004;Tocantins;11;424
2005;Tocantins;11;271
2006;Tocantins;11;108
2007;Tocantins;11;147
2008;Tocantins;11;104
2009;Tocantins;11;251
2010;Tocantins;11;283
2011;Tocantins;11;144
2012;Tocantins;11;179
2013;Tocantins;11;345
2014;Tocantins;11;451
2015;Tocantins;11;833
2016;Tocantins;11;623
2017;Tocantins;11;434
1998;Tocantins;12;9
1999;Tocantins;12;16
2000;Tocantins;12;20
2001;Tocantins;12;21
2002;Tocantins;12;39
2003;Tocantins;12;109
2004;Tocantins;12;96
2005;Tocantins;12;53
2006;Tocantins;12;15
2007;Tocantins;12;13
2008;Tocantins;12;7
2009;Tocantins;12;46
2010;Tocantins;12;72
2011;Tocantins;12;105
2012;Tocantins;12;128
2013;Tocantins;12;85
2014;Tocantins;12;223
2015;Tocantins;12;373
2016;Tocantins;12;119
